FENCE_ID,FENCE_LOC
高崎南十二路_L_B27002,"[118.138538,24.539595],[118.138502,24.539662],[118.138515,24.539667],[118.138551,24.539601],[118.138538,24.539595]"
高崎南十二路_L_B27003,"[118.138591,24.539496],[118.138558,24.539557],[118.138571,24.539562],[118.138603,24.539502],[118.138591,24.539496]"
高崎南十二路_L_B27004,"[118.138681,24.53933],[118.138648,24.539393],[118.13866,24.539398],[118.138694,24.539335],[118.138681,24.53933]"
高崎南十二路_L_B27005,"[118.138826,24.539065],[118.138798,24.539114],[118.138811,24.53912],[118.138838,24.53907],[118.138826,24.539065]"
高崎南十二路_L_B27006,"[118.138892,24.538943],[118.138856,24.539009],[118.138868,24.539014],[118.138904,24.538949],[118.138892,24.538943]"
高崎南十二路_L_B27007,"[118.138949,24.538832],[118.138915,24.538898],[118.13893,24.538904],[118.138964,24.538839],[118.138949,24.538832]"
高崎南十二路_L_B27008,"[118.139007,24.538727],[118.138965,24.538803],[118.13898,24.53881],[118.139022,24.538734],[118.139007,24.538727]"
高崎南十二路_L_B27009,"[118.139119,24.538526],[118.139072,24.538613],[118.139085,24.538618],[118.139132,24.538531],[118.139119,24.538526]"
高崎南十二路_R_B27001,"[118.139125,24.538956],[118.139169,24.538877],[118.139155,24.538871],[118.139111,24.53895],[118.139125,24.538956]"
高崎南十二路_R_B27002,"[118.139018,24.539153],[118.139005,24.539147],[118.138966,24.539218],[118.13898,24.539224],[118.139018,24.539153]"
高崎南十二路_R_B27003,"[118.138769,24.539611],[118.138807,24.539541],[118.138794,24.539535],[118.138756,24.539605],[118.138769,24.539611]"
高崎南十二路_R_B27004,"[118.138647,24.539833],[118.138687,24.53976],[118.138674,24.539754],[118.138635,24.539828],[118.138647,24.539833]"
高崎南十二路_R_B27005,"[118.138579,24.539965],[118.138609,24.53991],[118.138594,24.539904],[118.138564,24.539959],[118.138579,24.539965]"
高崎南十路_L_B27001,"[118.139618,24.541291],[118.13955,24.541305],[118.139554,24.54132],[118.139621,24.541306],[118.139618,24.541291]"
高崎南十路_L_B27002,"[118.139813,24.54112],[118.139781,24.541157],[118.139793,24.541166],[118.139825,24.541129],[118.139813,24.54112]"
高崎南十路_L_B27003,"[118.139924,24.54099],[118.139897,24.541024],[118.139908,24.541032],[118.139936,24.540998],[118.139924,24.54099]"
高崎南十路_L_B27004,"[118.140069,24.54082],[118.140043,24.540852],[118.140055,24.54086],[118.140081,24.540828],[118.140069,24.54082]"
高崎南十路_L_B27005,"[118.140179,24.540692],[118.140153,24.540724],[118.140165,24.540732],[118.140191,24.5407],[118.140179,24.540692]"
高崎南十路_L_B27006,"[118.140285,24.540569],[118.140264,24.540594],[118.140277,24.540603],[118.140298,24.540577],[118.140285,24.540569]"
高崎南十路_L_B27007,"[118.140438,24.540393],[118.14041,24.540425],[118.140421,24.540434],[118.14045,24.540402],[118.140438,24.540393]"
高崎南十路_L_B27008,"[118.140547,24.540265],[118.140519,24.540298],[118.140531,24.540306],[118.140559,24.540273],[118.140547,24.540265]"
高崎南十路_L_B27009,"[118.14072,24.540062],[118.140691,24.540096],[118.140703,24.540104],[118.140732,24.54007],[118.14072,24.540062]"
高崎南十路_R_B27001,"[118.140655,24.540391],[118.140683,24.540361],[118.140672,24.540353],[118.140644,24.540383],[118.140655,24.540391]"
高崎南十路_R_B27002,"[118.140545,24.540521],[118.140575,24.540488],[118.140563,24.540479],[118.140534,24.540512],[118.140545,24.540521]"
高崎南十路_R_B27003,"[118.140436,24.54065],[118.140463,24.540617],[118.140451,24.540609],[118.140424,24.540642],[118.140436,24.54065]"
高崎南十路_R_B27004,"[118.140325,24.540778],[118.140354,24.540744],[118.140343,24.540736],[118.140314,24.54077],[118.140325,24.540778]"
高崎南十路_R_B27005,"[118.140179,24.540949],[118.140206,24.540917],[118.140195,24.540909],[118.140167,24.540941],[118.140179,24.540949]"
高崎南十路_R_B27006,"[118.140065,24.541083],[118.140094,24.541049],[118.140082,24.54104],[118.140053,24.541074],[118.140065,24.541083]"
高崎南十路_R_B27007,"[118.139921,24.541251],[118.139946,24.541221],[118.139934,24.541212],[118.139908,24.541242],[118.139921,24.541251]"
高崎道_R_1,"[118.1161839116,24.555604314],[118.1161701927,24.5556477593],[118.1161863114,24.5556520172],[118.1162000303,24.5556085719],[118.1161839116,24.555604314]"
高崎道_R_2,"[118.1164081476,24.5557044117],[118.1163737526,24.55564828],[118.1163591169,24.5556557822],[118.1163935119,24.5557119139],[118.1164081476,24.5557044117]"
高崎道_R_3,"[118.1246821542,24.5569313569],[118.124660177,24.5569675828],[118.1246748475,24.5569750281],[118.1246968247,24.5569388022],[118.1246821542,24.5569313569]"
高崎道_R_4,"[118.126775007,24.5572399207],[118.1267318611,24.557285369],[118.1267445297,24.5572954297],[118.1267876756,24.5572499814],[118.126775007,24.5572399207]"
高崎道_R_5,"[118.1193545945,24.5561665582],[118.1193002106,24.5561922243],[118.1193079039,24.5562058611],[118.1193622878,24.556180195],[118.1193545945,24.5561665582]"
高崎道_R_6,"[118.1198689108,24.5563000256],[118.1198287327,24.5562494081],[118.1198151558,24.5562584233],[118.1198553339,24.5563090408],[118.1198689108,24.5563000256]"
高崎道_R_7,"[118.1210359534,24.5564914309],[118.1209518895,24.5564812504],[118.1209496872,24.5564964628],[118.1210337511,24.5565066433],[118.1210359534,24.5564914309]"
高崎道_R_8,"[118.1213937854,24.5565406468],[118.1213524551,24.5564999687],[118.121340165,24.5565104147],[118.1213814953,24.5565510928],[118.1213937854,24.5565406468]"
高林中路(金山路至金林路)_L_1,"[118.1748655078,24.506923323],[118.1748789995,24.5069706538],[118.1748942728,24.5069670089],[118.1748807811,24.5069196781],[118.1748655078,24.506923323]"
高林中路(金山路至金林路)_R_1,"[118.1732530594,24.5057106121],[118.1731972049,24.5056884686],[118.1731909297,24.5057017206],[118.1732467842,24.5057238641],[118.1732530594,24.5057106121]"
高林中路(金山路至金林路)_R_2,"[118.1733175802,24.5057361912],[118.1732560271,24.5057117886],[118.1732497519,24.5057250406],[118.173311305,24.5057494432],[118.1733175802,24.5057361912]"
高林中路(金山路至金林路)_R_3,"[118.1736496293,24.5058721345],[118.1735896109,24.5058422676],[118.1735820697,24.505854955],[118.1736420881,24.5058848219],[118.1736496293,24.5058721345]"
高林中路(金山路至金林路)_R_4,"[118.1739288216,24.506023836],[118.1738652064,24.5059892674],[118.1738571466,24.506001685],[118.1739207619,24.5060362536],[118.1739288216,24.506023836]"
高林中路(金山路至金林路)_R_5,"[118.1749660118,24.5066613561],[118.1749099985,24.5066730372],[118.1749137253,24.5066879986],[118.1749697386,24.5066763175],[118.1749660118,24.5066613561]"
高林中路(高林路至环岛干道)_L_1,"[118.1810034902,24.5119248632],[118.1810717985,24.5119656074],[118.1810804189,24.5119535089],[118.1810121106,24.5119127647],[118.1810034902,24.5119248632]"
高林中路(高林路至环岛干道)_L_2,"[118.180758617,24.5117798993],[118.1808257066,24.5118196162],[118.1808342814,24.5118074906],[118.1807671918,24.5117677737],[118.180758617,24.5117798993]"
高林中路(高林路至环岛干道)_L_3,"[118.1783776135,24.5103466216],[118.1784438114,24.5103835972],[118.1784520361,24.5103712703],[118.1783858381,24.5103342947],[118.1783776135,24.5103466216]"
高林中路(高林路至环岛干道)_L_4,"[118.1779494696,24.5100753323],[118.1780126193,24.5101251785],[118.17802293,24.5101142431],[118.1779597803,24.5100643969],[118.1779494696,24.5100753323]"
高林中路(高林路至环岛干道)_L_5,"[118.1771967851,24.5096200505],[118.1772634529,24.509660553],[118.1772721842,24.5096485214],[118.1772055164,24.5096080189],[118.1771967851,24.5096200505]"
高林中路(高林路至环岛干道)_R_1,"[118.1772574226,24.5094569036],[118.1771990545,24.5094185351],[118.1771898447,24.5094302642],[118.1772482128,24.5094686327],[118.1772574226,24.5094569036]"
高林中路(高林路至环岛干道)_R_10,"[118.1793967236,24.5106794824],[118.1793545808,24.5106549969],[118.1793453722,24.5106682651],[118.179387515,24.5106927506],[118.1793967236,24.5106794824]"
高林中路(高林路至环岛干道)_R_2,"[118.1773408512,24.5095117456],[118.1772768741,24.5094696901],[118.1772676643,24.5094814192],[118.1773316414,24.5095234747],[118.1773408512,24.5095117456]"
高林中路(高林路至环岛干道)_R_3,"[118.17782843,24.509790348],[118.1777514684,24.5097442677],[118.1777428253,24.5097563525],[118.1778197869,24.5098024328],[118.17782843,24.509790348]"
高林中路(高林路至环岛干道)_R_4,"[118.1779010634,24.5098120105],[118.1778379551,24.5097963885],[118.1778338328,24.5098103297],[118.1778969411,24.5098259517],[118.1779010634,24.5098120105]"
高林中路(高林路至环岛干道)_R_5,"[118.1780937347,24.5099441336],[118.1780525408,24.5099036433],[118.1780409872,24.5099134836],[118.1780821811,24.5099539739],[118.1780937347,24.5099441336]"
高林中路(高林路至环岛干道)_R_6,"[118.1785110835,24.5101860904],[118.1784474659,24.5101515224],[118.178439406,24.5101639401],[118.1785030236,24.5101985081],[118.1785110835,24.5101860904]"
高林中路(高林路至环岛干道)_R_7,"[118.1791103469,24.5105140704],[118.1790639533,24.5104865155],[118.1790553589,24.5104986294],[118.1791017525,24.5105261842],[118.1791103469,24.5105140704]"
高林中路(高林路至环岛干道)_R_8,"[118.1791682108,24.5105484378],[118.1791152408,24.510516977],[118.1791066463,24.5105290909],[118.1791596164,24.5105605517],[118.1791682108,24.5105484378]"
高林中路(高林路至环岛干道)_R_9,"[118.1793472614,24.5106507808],[118.1793093333,24.5106263894],[118.1792994547,24.5106392489],[118.1793373829,24.5106636403],[118.1793472614,24.5106507808]"
高林路_L_1,"[118.1762825122,24.5107650207],[118.1762648348,24.510807007],[118.176280485,24.5108125231],[118.1762981624,24.5107705368],[118.1762825122,24.5107650207]"
高林路_L_10,"[118.1769603752,24.5089213347],[118.1769290136,24.5089904541],[118.1769435917,24.5089959917],[118.1769749534,24.5089268723],[118.1769603752,24.5089213347]"
高林路_L_11,"[118.1769911794,24.5088538292],[118.1769621212,24.5089178721],[118.1769765502,24.508923353],[118.1770056084,24.5088593101],[118.1769911794,24.5088538292]"
高林路_L_12,"[118.1772388865,24.508275817],[118.1772155862,24.5083277728],[118.177230189,24.5083332554],[118.1772534893,24.5082812996],[118.1772388865,24.508275817]"
高林路_L_13,"[118.1772645158,24.508218668],[118.1772414628,24.5082700724],[118.1772560656,24.508275555],[118.1772791186,24.5082241506],[118.1772645158,24.508218668]"
高林路_L_2,"[118.1763111863,24.5106969156],[118.1762848823,24.5107593914],[118.1763005325,24.5107649075],[118.1763268365,24.5107024318],[118.1763111863,24.5106969156]"
高林路_L_3,"[118.1763696,24.5105067989],[118.1763350256,24.510606],[118.1763500642,24.5106103878],[118.1763846385,24.5105111867],[118.1763696,24.5105067989]"
高林路_L_4,"[118.1764085645,24.5103950014],[118.1763785918,24.5104809995],[118.1763936304,24.5104853873],[118.1764236031,24.5103993892],[118.1764085645,24.5103950014]"
高林路_L_5,"[118.1764435919,24.5102915294],[118.1764121205,24.5103818274],[118.176428099,24.5103864895],[118.1764595703,24.5102961915],[118.1764435919,24.5102915294]"
高林路_L_6,"[118.1765829086,24.509922694],[118.1765492984,24.5100123443],[118.176564229,24.5100170304],[118.1765978392,24.50992738],[118.1765829086,24.509922694]"
高林路_L_7,"[118.1765319652,24.5097196889],[118.1765481724,24.5097600181],[118.1765629872,24.5097550339],[118.17654678,24.5097147047],[118.1765319652,24.5097196889]"
高林路_L_8,"[118.1767427008,24.5094902185],[118.1767112038,24.5095648896],[118.1767259297,24.5095700897],[118.1767574267,24.5094954186],[118.1767427008,24.5094902185]"
高林路_L_9,"[118.1769265738,24.5089958314],[118.1768975066,24.5090598939],[118.1769120847,24.5090654314],[118.1769411519,24.5090013689],[118.1769265738,24.5089958314]"
高林路_R_1,"[118.1777361978,24.5081697004],[118.1777061159,24.5081147957],[118.1776920053,24.5081212681],[118.1777220872,24.5081761728],[118.1777361978,24.5081697004]"
高林路_R_2,"[118.1775544339,24.5083113186],[118.1776113097,24.5082980569],[118.1776074118,24.5082840618],[118.177550536,24.5082973235],[118.1775544339,24.5083113186]"
高林路_R_3,"[118.1774003755,24.5086806178],[118.1774212521,24.5086187156],[118.1774061694,24.5086144572],[118.1773852928,24.5086763594],[118.1774003755,24.5086806178]"
高林路_R_4,"[118.1773193356,24.5088680044],[118.1773488373,24.5087998316],[118.1773341614,24.5087945147],[118.1773046597,24.5088626875],[118.1773193356,24.5088680044]"
高林路_R_5,"[118.1771518409,24.5092411517],[118.1771801948,24.5091875336],[118.1771659861,24.5091812433],[118.1771376322,24.5092348614],[118.1771518409,24.5092411517]"
高殿路0_L_1,"[118.103212412,24.5379049198],[118.10320162,24.537890664],[118.103172066,24.5379099722],[118.103183056,24.5379242175],[118.103212412,24.5379049198]"
高殿路0_L_2,"[118.103253645,24.5378793879],[118.103242354,24.5378645219],[118.103212148,24.5378837626],[118.103223746,24.5378987257],[118.103253645,24.5378793879]"
高殿路0_L_3,"[118.103671194,24.5376144721],[118.103659758,24.5375997588],[118.103627602,24.5376199644],[118.103638742,24.5376348658],[118.103671194,24.5376144721]"
高殿路0_L_4,"[118.103712707,24.5375882619],[118.103701781,24.537573228],[118.103669835,24.5375924437],[118.103680798,24.5376074547],[118.103712707,24.5375882619]"
高殿路0_L_5,"[118.10514006,24.5366807988],[118.105128109,24.5366655027],[118.105094702,24.5366864796],[118.105107474,24.5367017851],[118.10514006,24.5366807988]"
高殿路0_L_6,"[118.105182432,24.5366552273],[118.105171217,24.5366402083],[118.10513844,24.5366590377],[118.105149965,24.5366737393],[118.105182432,24.5366552273]"
高殿路0_R_1,"[118.10247937,24.5382469764],[118.10246882,24.5382322042],[118.102438525,24.5382514544],[118.102449406,24.5382657187],[118.10247937,24.5382469764]"
高殿路0_R_10,"[118.105034451,24.5366242706],[118.105021632,24.5366084591],[118.104991334,24.5366271953],[118.105004591,24.5366434369],[118.105034451,24.5366242706]"
高殿路0_R_11,"[118.105687573,24.5361304234],[118.105667991,24.5361286956],[118.10566464,24.5361717787],[118.105684121,24.5361728111],[118.105687573,24.5361304234]"
高殿路0_R_12,"[118.10605149,24.5357952677],[118.1060358,24.5357874183],[118.106013258,24.5358251203],[118.106029236,24.5358324864],[118.10605149,24.5357952677]"
高殿路0_R_13,"[118.106076534,24.5357558557],[118.106060547,24.5357488047],[118.10604281,24.5357774075],[118.106058213,24.5357853998],[118.106076534,24.5357558557]"
高殿路0_R_14,"[118.106518158,24.5350182655],[118.106501268,24.5350097569],[118.106477541,24.5350491702],[118.106494685,24.5350572553],[118.106518158,24.5350182655]"
高殿路0_R_15,"[118.107351853,24.5337604336],[118.107337177,24.5337535347],[118.107313764,24.5337912893],[118.107328543,24.5338000028],[118.107351853,24.5337604336]"
高殿路0_R_16,"[118.107369474,24.5337218387],[118.107355171,24.5337184918],[118.10733997,24.5337477757],[118.107355376,24.5337551983],[118.107369474,24.5337218387]"
高殿路0_R_2,"[118.102520116,24.5382211142],[118.102509418,24.5382063431],[118.102479492,24.5382259608],[118.10249055,24.5382401696],[118.102520116,24.5382211142]"
高殿路0_R_3,"[118.103245286,24.5377585874],[118.103276912,24.5377381448],[118.103266089,24.5377237267],[118.103233605,24.5377441847],[118.103245286,24.5377585874]"
高殿路0_R_4,"[118.103322034,24.5377105082],[118.103311056,24.5376952427],[118.103278363,24.5377155397],[118.103290124,24.5377300502],[118.103322034,24.5377105082]"
高殿路0_R_5,"[118.103794376,24.5374090283],[118.103783434,24.5373942203],[118.103753168,24.5374141034],[118.103764559,24.5374286148],[118.103794376,24.5374090283]"
高殿路0_R_6,"[118.103837522,24.5373823097],[118.103826469,24.5373675719],[118.103794277,24.5373877743],[118.103805218,24.5374025823],[118.103837522,24.5373823097]"
高殿路0_R_7,"[118.104234524,24.5371302229],[118.104223864,24.5371157667],[118.104183284,24.5371418862],[118.104194777,24.5371557342],[118.104234524,24.5371302229]"
高殿路0_R_8,"[118.104277322,24.5371043949],[118.104266254,24.5370884387],[118.104233859,24.5371087391],[118.104245545,24.5371241375],[118.104277322,24.5371043949]"
高殿路0_R_9,"[118.104991986,24.5366495891],[118.104980604,24.5366346489],[118.104946718,24.5366561358],[118.104958208,24.5366708395],[118.104991986,24.5366495891]"
高殿路_L_1,"[118.1072989763,24.5340470167],[118.1073402837,24.533977598],[118.1073264171,24.533970693],[118.1072851097,24.5340401117],[118.1072989763,24.5340470167]"
高殿路_L_2,"[118.1071688892,24.5343158214],[118.1072084431,24.5342521378],[118.1071947161,24.5342450031],[118.1071551622,24.5343086867],[118.1071688892,24.5343158214]"
高殿路_L_3,"[118.1070695917,24.5344711991],[118.1071073594,24.5344099283],[118.1070936071,24.5344028344],[118.1070558394,24.5344641053],[118.1070695917,24.5344711991]"
高殿路_L_4,"[118.1057819597,24.5363065081],[118.1058250628,24.5362996339],[118.1058221817,24.5362845166],[118.1057790786,24.5362913908],[118.1057819597,24.5363065081]"
高殿路_L_5,"[118.1055374294,24.5364218969],[118.1056105065,24.5363771051],[118.1056017511,24.5363651519],[118.105528674,24.5364099437],[118.1055374294,24.5364218969]"
高殿路_L_6,"[118.1040394476,24.537375501],[118.1041065979,24.5373323907],[118.1040975281,24.5373205689],[118.1040303778,24.5373636792],[118.1040394476,24.537375501]"
高殿路_L_7,"[118.1038539873,24.5374945657],[118.1039242065,24.5374494853],[118.1039151367,24.5374376635],[118.1038449175,24.5374827439],[118.1038539873,24.5374945657]"
高殿路_L_8,"[118.1025528658,24.5383222929],[118.1026250463,24.5382751623],[118.1026158736,24.5382634072],[118.1025436931,24.5383105378],[118.1025528658,24.5383222929]"
高殿路_R_1,"[118.10263256,24.5381322627],[118.1026072798,24.5381487549],[118.1026164472,24.5381605136],[118.1026417274,24.5381440213],[118.10263256,24.5381322627]"
高殿路_R_2,"[118.1030109015,24.5378891726],[118.1029416882,24.5379306074],[118.1029503339,24.5379426922],[118.1030195472,24.5379012574],[118.1030109015,24.5378891726]"
高殿路_R_3,"[118.103097081,24.5378375808],[118.1030252382,24.5378805899],[118.1030338839,24.5378926746],[118.1031057267,24.5378496656],[118.103097081,24.5378375808]"
高殿路_R_4,"[118.1054967072,24.5363104753],[118.1054257718,24.5363560075],[118.1054353239,24.5363684603],[118.1055062593,24.5363229281],[118.1054967072,24.5363104753]"
高殿路_R_5,"[118.1060340725,24.5357909309],[118.1060139869,24.5358227072],[118.1060276547,24.5358299367],[118.1060477403,24.5357981604],[118.1060340725,24.5357909309]"
高殿路_R_6,"[118.1063283242,24.5353328009],[118.1062820701,24.5354065559],[118.1062957647,24.5354137428],[118.1063420187,24.5353399878],[118.1063283242,24.5353328009]"
高殿路_R_7,"[118.1064164572,24.5351362031],[118.1063782899,24.5351956841],[118.1063919056,24.5352029953],[118.1064300729,24.5351435143],[118.1064164572,24.5351362031]"
高殿路_R_8,"[118.1065946755,24.5348608772],[118.1065641619,24.5349161322],[118.1065782539,24.5349226444],[118.1066087675,24.5348673894],[118.1065946755,24.5348608772]"
高雄路0_R_1,"[118.189100271,24.4942179226],[118.189075176,24.4941880781],[118.189059244,24.4941994212],[118.189084477,24.4942291752],[118.189100271,24.4942179226]"
鳌山路0_L_1,"[118.119817978,24.5558977144],[118.119802634,24.5558953099],[118.119785434,24.5559871327],[118.119800792,24.5559894631],[118.119817978,24.5558977144]"
鳌山路0_L_10,"[118.120413308,24.5527673395],[118.120394625,24.5527643813],[118.120367947,24.5528554974],[118.120386189,24.5528599646],[118.120413308,24.5527673395]"
鳌山路0_L_11,"[118.120456061,24.5525502393],[118.120437659,24.5525474045],[118.120420614,24.5526399737],[118.120439088,24.5526424244],[118.120456061,24.5525502393]"
鳌山路0_L_12,"[118.120483238,24.5523892415],[118.120464611,24.5523871593],[118.12044972,24.5524764827],[118.120468263,24.5524790683],[118.120483238,24.5523892415]"
鳌山路0_L_13,"[118.120502215,24.5522818123],[118.12048376,24.5522791313],[118.120468136,24.5523691083],[118.12048665,24.5523714512],[118.120502215,24.5522818123]"
鳌山路0_L_14,"[118.12068959,24.5511477894],[118.120671264,24.5511453404],[118.120655883,24.5512346313],[118.120674176,24.5512372674],[118.12068959,24.5511477894]"
鳌山路0_L_15,"[118.120717544,24.5509868282],[118.120699179,24.5509841844],[118.12068381,24.5510734969],[118.12070215,24.5510762799],[118.120717544,24.5509868282]"
鳌山路0_L_16,"[118.120754744,24.5507722308],[118.120736005,24.5507694897],[118.120720368,24.5508589278],[118.120739157,24.5508613725],[118.120754744,24.5507722308]"
鳌山路0_L_17,"[118.120773229,24.5506646419],[118.120754542,24.5506619374],[118.120739081,24.5507513228],[118.120757746,24.5507541547],[118.120773229,24.5506646419]"
鳌山路0_L_18,"[118.120828469,24.5503425573],[118.120809624,24.5503398214],[118.120794093,24.5504293265],[118.120813023,24.5504315662],[118.120828469,24.5503425573]"
鳌山路0_L_19,"[118.12088399,24.5500200887],[118.120865428,24.5500175927],[118.120849954,24.5501071877],[118.120868484,24.5501098645],[118.12088399,24.5500200887]"
鳌山路0_L_2,"[118.119946386,24.5551430466],[118.119930163,24.5551405792],[118.119914685,24.5552319081],[118.119930936,24.5552342119],[118.119946386,24.5551430466]"
鳌山路0_L_20,"[118.118258385,24.543274174],[118.118207687,24.5432374873],[118.118195905,24.5432511115],[118.118247136,24.543288185],[118.118258385,24.543274174]"
鳌山路0_L_21,"[118.118142821,24.5431916252],[118.118090661,24.543154433],[118.118078868,24.5431678406],[118.118131256,24.5432051963],[118.118142821,24.5431916252]"
鳌山路0_L_22,"[118.118028033,24.5431092665],[118.117976994,24.5430736583],[118.117965803,24.5430870794],[118.118017545,24.5431231789],[118.118028033,24.5431092665]"
鳌山路0_L_23,"[118.117720191,24.5428902445],[118.117693319,24.542871489],[118.117681723,24.5428843038],[118.117709168,24.5429034595],[118.117720191,24.5428902445]"
鳌山路0_L_24,"[118.117680999,24.542862085],[118.117654808,24.5428433109],[118.117644125,24.5428557813],[118.117670706,24.542874835],[118.117680999,24.542862085]"
鳌山路0_L_3,"[118.119964748,24.5550359796],[118.119949151,24.555033771],[118.119933742,24.5551248034],[118.119949361,24.5551268845],[118.119964748,24.5550359796]"
鳌山路0_L_4,"[118.120047816,24.5545525461],[118.120031574,24.5545498883],[118.120016454,24.5546414078],[118.120032487,24.5546435724],[118.120047816,24.5545525461]"
鳌山路0_L_5,"[118.120066366,24.5544453549],[118.120050697,24.5544434087],[118.120034813,24.5545332602],[118.120050418,24.554535568],[118.120066366,24.5544453549]"
鳌山路0_L_6,"[118.12018933,24.5537346232],[118.120170589,24.5537315651],[118.120155117,24.5538207411],[118.120173915,24.5538234702],[118.12018933,24.5537346232]"
鳌山路0_L_7,"[118.120209119,24.5536217529],[118.120191197,24.5536190021],[118.120183514,24.5536608726],[118.120201473,24.5536634246],[118.120209119,24.5536217529]"
鳌山路0_L_8,"[118.12033682,24.5530353339],[118.120319767,24.5530312649],[118.120293668,24.553118321],[118.120311318,24.5531226337],[118.12033682,24.5530353339]"
鳌山路0_L_9,"[118.120367276,24.5529302684],[118.120348581,24.5529262171],[118.12032351,24.5530134271],[118.120342087,24.5530178954],[118.120367276,24.5529302684]"
鳌山路0_R_1,"[118.119484966,24.5558575769],[118.119469111,24.5558552944],[118.119453331,24.5559469794],[118.119469215,24.5559490992],[118.119484966,24.5558575769]"
鳌山路0_R_10,"[118.120226371,24.5512537211],[118.12020808,24.5512509115],[118.12020168,24.5512883936],[118.120220004,24.5512910106],[118.120226371,24.5512537211]"
鳌山路0_R_11,"[118.120273199,24.5509837048],[118.120254304,24.5509810505],[118.120239233,24.5510706867],[118.120258127,24.5510733446],[118.120273199,24.5509837048]"
鳌山路0_R_12,"[118.120396616,24.5502660657],[118.120378231,24.5502636522],[118.12036294,24.550353457],[118.120381291,24.5503560711],[118.120396616,24.5502660657]"
鳌山路0_R_13,"[118.120446714,24.5499705593],[118.120428075,24.5499679799],[118.120413284,24.5500573666],[118.120431923,24.550059947],[118.120446714,24.5499705593]"
鳌山路0_R_14,"[118.119174065,24.5442156506],[118.119120322,24.5441854736],[118.119110731,24.5441994778],[118.119164613,24.5442297332],[118.119174065,24.5442156506]"
鳌山路0_R_15,"[118.119089138,24.5441681089],[118.119039192,24.5441402724],[118.119029537,24.5441547663],[118.11907946,24.5441825904],[118.119089138,24.5441681089]"
鳌山路0_R_16,"[118.11883508,24.544020686],[118.118785957,24.5439914396],[118.11877587,24.5440056154],[118.118824982,24.5440348546],[118.11883508,24.544020686]"
鳌山路0_R_17,"[118.11875216,24.5439705386],[118.118704805,24.5439393617],[118.118694642,24.5439533313],[118.118741451,24.5439841484],[118.11875216,24.5439705386]"
鳌山路0_R_18,"[118.117311931,24.5431135556],[118.117304665,24.5430986366],[118.117260023,24.5431162999],[118.117267111,24.5431312889],[118.117311931,24.5431135556]"
鳌山路0_R_2,"[118.119636995,24.5549781837],[118.119621068,24.5549758719],[118.119605227,24.5550671774],[118.119621201,24.5550692179],[118.119636995,24.5549781837]"
鳌山路0_R_3,"[118.119656126,24.5548687703],[118.119640309,24.5548664884],[118.119624172,24.5549600636],[118.119640048,24.5549619948],[118.119656126,24.5548687703]"
鳌山路0_R_4,"[118.119701442,24.5546001168],[118.119685987,24.554598336],[118.11967023,24.5546902826],[118.119685612,24.5546924873],[118.119701442,24.5546001168]"
鳌山路0_R_5,"[118.119721058,24.5544922949],[118.119704734,24.5544898841],[118.119688566,24.5545814447],[118.119704924,24.5545836629],[118.119721058,24.5544922949]"
鳌山路0_R_6,"[118.119868715,24.5536390847],[118.119852995,24.5536365963],[118.119837068,24.5537279638],[118.119852822,24.5537302605],[118.119868715,24.5536390847]"
鳌山路0_R_7,"[118.119887282,24.553530802],[118.119871087,24.5535290213],[118.11985554,24.5536200943],[118.119871646,24.5536223948],[118.119887282,24.553530802]"
鳌山路0_R_8,"[118.11997378,24.5527200545],[118.119957457,24.5527190131],[118.119950453,24.5528109073],[118.119966787,24.5528117943],[118.11997378,24.5527200545]"
鳌山路0_R_9,"[118.120029324,24.552341976],[118.120014248,24.5523399288],[118.119998994,24.5524305908],[118.120014057,24.5524327112],[118.120029324,24.552341976]"
鸿宾路0_L_1,"[118.096707606,24.5194674075],[118.096691967,24.5194674725],[118.096692638,24.5195447204],[118.096708277,24.5195446554],[118.096707606,24.5194674075]"
鸿宾路0_L_2,"[118.098909067,24.5180786354],[118.098903589,24.5180631851],[118.098851988,24.5180784996],[118.098857466,24.51809395],[118.098909067,24.5180786354]"
鸿宾路0_R_1,"[118.098042275,24.5182690289],[118.09803771,24.5182561536],[118.097972036,24.5182756441],[118.097976602,24.5182885194],[118.098042275,24.5182690289]"
鸿宾路0_R_2,"[118.098263803,24.5182007724],[118.098259238,24.5181878971],[118.098193564,24.5182073877],[118.098198129,24.518220263],[118.098263803,24.5182007724]"
鸿宾路0_R_3,"[118.099439444,24.51785226],[118.099434751,24.5178390209],[118.099392532,24.517851551],[118.099397226,24.5178647901],[118.099439444,24.51785226]"
鸿宾路_L_1,"[118.0979160434,24.5182756868],[118.0978413695,24.5183064386],[118.0978478489,24.5183196086],[118.0979225228,24.5182888569],[118.0979160434,24.5182756868]"
鸿宾路_L_2,"[118.0967035211,24.5189089747],[118.0966779653,24.5189943331],[118.096692564,24.5189979916],[118.0967181198,24.5189126332],[118.0967035211,24.5189089747]"
鸿宾路_L_A17001,"[118.096872,24.518825],[118.096921,24.518779],[118.096911,24.51877],[118.096862,24.518816],[118.096872,24.518825]"
鸿宾路_L_A17002,"[118.097408,24.518579],[118.09746,24.518559],[118.097454,24.518546],[118.097402,24.518566],[118.097408,24.518579]"
鸿宾路_L_A17003,"[118.098141,24.518302],[118.098214,24.518274],[118.098208,24.518261],[118.098135,24.518289],[118.098141,24.518302]"
